"","pol_ID_orthogonal","V1","V2","lon_centroid_orthogonal","lat_centroid_orthogonal","state_segment","point","latitude","longitude","radians_parallel","length_parallel","radians_orthogonal","length_orthogonal","perp_slope","slope","end_longitude","end_latitude","chunk","lead_lat","lead_lon","lead_end_lat","lead_end_lon","state"
"24","chunk_2_1",-46.6954306322264,3.27938069513223,-48.2747205327223,1.37916896993285,"PA",315,0.45539999,-49.5424,0,NA,0.781344427,4.0100002,2.31701201003036,-0.431590339485076,-46.6954306322264,3.27938069513223,2,-0.22,-48.91,2.00189519459918,-47.9510514986627,"PA"
"25","chunk_2_10",-47.259998,-0.62,-46.4715445338864,0.89174232639435,"PA",236,-0.62,-47.259998,0,1.5,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-45.8730890677728,2.5934846527887,2,-0.81,-47.07,2.4034846527887,-45.6830910677728,"PA"
"26","chunk_2_10",-47.07,-0.81,-46.4715445338864,0.89174232639435,"PA",236,-0.62,-47.259998,0,1.5,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-45.8730890677728,2.5934846527887,2,-0.81,-47.07,2.4034846527887,-45.6830910677728,"PA"
"27","chunk_2_10",-45.6830910677728,2.4034846527887,-46.4715445338864,0.89174232639435,"PA",236,-0.62,-47.259998,0,1.5,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-45.8730890677728,2.5934846527887,2,-0.81,-47.07,2.4034846527887,-45.6830910677728,"PA"
"28","chunk_2_10",-45.8730890677728,2.5934846527887,-46.4715445338864,0.89174232639435,"PA",236,-0.62,-47.259998,0,1.5,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-45.8730890677728,2.5934846527887,2,-0.81,-47.07,2.4034846527887,-45.6830910677728,"PA"
"29","chunk_2_11",-47.07,-0.81,-46.3065917876999,0.793219072297167,"PA",243,-0.81,-47.07,0,NA,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-45.6830910677728,2.4034846527887,2,-0.83999997,-46.939999,2.41939160639997,-45.5332770830267,"PA"
"30","chunk_2_11",-46.939999,-0.83999997,-46.3065917876999,0.793219072297167,"PA",243,-0.81,-47.07,0,NA,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-45.6830910677728,2.4034846527887,2,-0.83999997,-46.939999,2.41939160639997,-45.5332770830267,"PA"
"31","chunk_2_11",-45.5332770830267,2.41939160639997,-46.3065917876999,0.793219072297167,"PA",243,-0.81,-47.07,0,NA,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-45.6830910677728,2.4034846527887,2,-0.83999997,-46.939999,2.41939160639997,-45.5332770830267,"PA"
"32","chunk_2_11",-45.6830910677728,2.4034846527887,-46.3065917876999,0.793219072297167,"PA",243,-0.81,-47.07,0,NA,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-45.6830910677728,2.4034846527887,2,-0.83999997,-46.939999,2.41939160639997,-45.5332770830267,"PA"
"33","chunk_2_12",-46.939999,-0.83999997,-46.173620339988,0.770105110838857,"PA",276,-0.83999997,-46.939999,0,NA,1.16335687154731,3.55,2.31701201003036,-0.431590339485076,-45.5332770830267,2.41939160639997,2,-0.87,-46.810001,2.37102880695546,-45.4112042769252,"PA"
"34","chunk_2_12",-46.810001,-0.87,-46.173620339988,0.770105110838857,"PA",276,-0.83999997,-46.939999,0,NA,1.16335687154731,3.55,2.31701201003036,-0.431590339485076,-45.5332770830267,2.41939160639997,2,-0.87,-46.810001,2.37102880695546,-45.4112042769252,"PA"
"35","chunk_2_12",-45.4112042769252,2.37102880695546,-46.173620339988,0.770105110838857,"PA",276,-0.83999997,-46.939999,0,NA,1.16335687154731,3.55,2.31701201003036,-0.431590339485076,-45.5332770830267,2.41939160639997,2,-0.87,-46.810001,2.37102880695546,-45.4112042769252,"PA"
"36","chunk_2_12",-45.5332770830267,2.41939160639997,-46.173620339988,0.770105110838857,"PA",276,-0.83999997,-46.939999,0,NA,1.16335687154731,3.55,2.31701201003036,-0.431590339485076,-45.5332770830267,2.41939160639997,2,-0.87,-46.810001,2.37102880695546,-45.4112042769252,"PA"
"37","chunk_2_13",-46.810001,-0.87,-46.0206484021826,0.711991096427085,"PA",245,-0.87,-46.810001,0,NA,1.16335687154731,3.53,2.31701201003036,-0.431590339485076,-45.4112042769252,2.37102880695546,2,-0.97000003,-46.639999,2.31693560875288,-45.221389331805,"PA"
"38","chunk_2_13",-46.639999,-0.97000003,-46.0206484021826,0.711991096427085,"PA",245,-0.87,-46.810001,0,NA,1.16335687154731,3.53,2.31701201003036,-0.431590339485076,-45.4112042769252,2.37102880695546,2,-0.97000003,-46.639999,2.31693560875288,-45.221389331805,"PA"
"39","chunk_2_13",-45.221389331805,2.31693560875288,-46.0206484021826,0.711991096427085,"PA",245,-0.87,-46.810001,0,NA,1.16335687154731,3.53,2.31701201003036,-0.431590339485076,-45.4112042769252,2.37102880695546,2,-0.97000003,-46.639999,2.31693560875288,-45.221389331805,"PA"
"40","chunk_2_13",-45.4112042769252,2.37102880695546,-46.0206484021826,0.711991096427085,"PA",245,-0.87,-46.810001,0,NA,1.16335687154731,3.53,2.31701201003036,-0.431590339485076,-45.4112042769252,2.37102880695546,2,-0.97000003,-46.639999,2.31693560875288,-45.221389331805,"PA"
"41","chunk_2_14",-46.639999,-0.97000003,-45.7886198498945,0.665105062885395,"PA",275,-0.97000003,-46.639999,0,NA,1.16335687154731,3.5799999,2.31701201003036,-0.431590339485076,-45.221389331805,2.31693560875288,2,-0.94999999,-46.34,2.2634846627887,-44.9530910677728,"PA"
"42","chunk_2_14",-46.34,-0.94999999,-45.7886198498945,0.665105062885395,"PA",275,-0.97000003,-46.639999,0,NA,1.16335687154731,3.5799999,2.31701201003036,-0.431590339485076,-45.221389331805,2.31693560875288,2,-0.94999999,-46.34,2.2634846627887,-44.9530910677728,"PA"
"43","chunk_2_14",-44.9530910677728,2.2634846627887,-45.7886198498945,0.665105062885395,"PA",275,-0.97000003,-46.639999,0,NA,1.16335687154731,3.5799999,2.31701201003036,-0.431590339485076,-45.221389331805,2.31693560875288,2,-0.94999999,-46.34,2.2634846627887,-44.9530910677728,"PA"
"44","chunk_2_14",-45.221389331805,2.31693560875288,-45.7886198498945,0.665105062885395,"PA",275,-0.97000003,-46.639999,0,NA,1.16335687154731,3.5799999,2.31701201003036,-0.431590339485076,-45.221389331805,2.31693560875288,2,-0.94999999,-46.34,2.2634846627887,-44.9530910677728,"PA"
"45","chunk_2_15",-46.34,-0.94999999,-45.4133102272874,0.591401154480592,"PA",246,-0.94999999,-46.34,0,NA,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-44.9530910677728,2.2634846627887,2,-1.0599999,-46.0312,2.11211984513367,-44.3289498413767,"PA"
"46","chunk_2_15",-46.0312,-1.0599999,-45.4133102272874,0.591401154480592,"PA",246,-0.94999999,-46.34,0,NA,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-44.9530910677728,2.2634846627887,2,-1.0599999,-46.0312,2.11211984513367,-44.3289498413767,"PA"
"47","chunk_2_15",-44.3289498413767,2.11211984513367,-45.4133102272874,0.591401154480592,"PA",246,-0.94999999,-46.34,0,NA,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-44.9530910677728,2.2634846627887,2,-1.0599999,-46.0312,2.11211984513367,-44.3289498413767,"PA"
"48","chunk_2_15",-44.9530910677728,2.2634846627887,-45.4133102272874,0.591401154480592,"PA",246,-0.94999999,-46.34,0,NA,1.16335687154731,3.5,2.31701201003036,-0.431590339485076,-44.9530910677728,2.2634846627887,2,-1.0599999,-46.0312,2.11211984513367,-44.3289498413767,"PA"
"49","chunk_2_16",-46.0312,-1.0599999,-45.204620040795,0.52103467170553,"MA1",316,-1.0599999,-46.0312,0,NA,1.07827699736853,3.5999999,1.86348623853211,-0.53662859393462,-44.3289498413767,2.11211984513367,2,-1.04,-46.029999,2.07201874168845,-44.4283313218034,"MA"
"50","chunk_2_16",-46.029999,-1.04,-45.204620040795,0.52103467170553,"MA1",316,-1.0599999,-46.0312,0,NA,1.07827699736853,3.5999999,1.86348623853211,-0.53662859393462,-44.3289498413767,2.11211984513367,2,-1.04,-46.029999,2.07201874168845,-44.4283313218034,"MA"
"51","chunk_2_16",-44.4283313218034,2.07201874168845,-45.204620040795,0.52103467170553,"MA1",316,-1.0599999,-46.0312,0,NA,1.07827699736853,3.5999999,1.86348623853211,-0.53662859393462,-44.3289498413767,2.11211984513367,2,-1.04,-46.029999,2.07201874168845,-44.4283313218034,"MA"
"52","chunk_2_16",-44.3289498413767,2.11211984513367,-45.204620040795,0.52103467170553,"MA1",316,-1.0599999,-46.0312,0,NA,1.07827699736853,3.5999999,1.86348623853211,-0.53662859393462,-44.3289498413767,2.11211984513367,2,-1.04,-46.029999,2.07201874168845,-44.4283313218034,"MA"
"53","chunk_2_17",-46.029999,-1.04,-45.1099316199666,0.480020338757583,"PA",234,-1.04,-46.029999,0,NA,1.095480444,3.5,2.31701201003036,-0.431590339485076,-44.4283313218034,2.07201874168845,2,-1.12,-45.830002,2.00806261334188,-44.1513941580629,"PA"
"54","chunk_2_17",-45.830002,-1.12,-45.1099316199666,0.480020338757583,"PA",234,-1.04,-46.029999,0,NA,1.095480444,3.5,2.31701201003036,-0.431590339485076,-44.4283313218034,2.07201874168845,2,-1.12,-45.830002,2.00806261334188,-44.1513941580629,"PA"
"55","chunk_2_17",-44.1513941580629,2.00806261334188,-45.1099316199666,0.480020338757583,"PA",234,-1.04,-46.029999,0,NA,1.095480444,3.5,2.31701201003036,-0.431590339485076,-44.4283313218034,2.07201874168845,2,-1.12,-45.830002,2.00806261334188,-44.1513941580629,"PA"
"56","chunk_2_17",-44.4283313218034,2.07201874168845,-45.1099316199666,0.480020338757583,"PA",234,-1.04,-46.029999,0,NA,1.095480444,3.5,2.31701201003036,-0.431590339485076,-44.4283313218034,2.07201874168845,2,-1.12,-45.830002,2.00806261334188,-44.1513941580629,"PA"
"57","chunk_2_18",-45.830002,-1.12,-44.9606970790314,0.45403130667094,"MA1",248,-1.12,-45.830002,0,NA,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-44.1513941580629,2.00806261334188,2,-1.1,-45.77,2.02806261334188,-44.0913921580629,"MA"
"58","chunk_2_18",-45.77,-1.1,-44.9606970790314,0.45403130667094,"MA1",248,-1.12,-45.830002,0,NA,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-44.1513941580629,2.00806261334188,2,-1.1,-45.77,2.02806261334188,-44.0913921580629,"MA"
"59","chunk_2_18",-44.0913921580629,2.02806261334188,-44.9606970790314,0.45403130667094,"MA1",248,-1.12,-45.830002,0,NA,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-44.1513941580629,2.00806261334188,2,-1.1,-45.77,2.02806261334188,-44.0913921580629,"MA"
"60","chunk_2_18",-44.1513941580629,2.00806261334188,-44.9606970790314,0.45403130667094,"MA1",248,-1.12,-45.830002,0,NA,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-44.1513941580629,2.00806261334188,2,-1.1,-45.77,2.02806261334188,-44.0913921580629,"MA"
"61","chunk_2_19",-45.77,-1.1,-44.83187819723,0.41682839567563,"MA1",274,-1.1,-45.77,0,4.5,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-44.0913921580629,2.02806261334188,2,-1.1900001,-45.57,1.92925106936064,-43.8961206308571,"MA"
"62","chunk_2_19",-45.57,-1.1900001,-44.83187819723,0.41682839567563,"MA1",274,-1.1,-45.77,0,4.5,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-44.0913921580629,2.02806261334188,2,-1.1900001,-45.57,1.92925106936064,-43.8961206308571,"MA"
"63","chunk_2_19",-43.8961206308571,1.92925106936064,-44.83187819723,0.41682839567563,"MA1",274,-1.1,-45.77,0,4.5,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-44.0913921580629,2.02806261334188,2,-1.1900001,-45.57,1.92925106936064,-43.8961206308571,"MA"
"64","chunk_2_19",-44.0913921580629,2.02806261334188,-44.83187819723,0.41682839567563,"MA1",274,-1.1,-45.77,0,4.5,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-44.0913921580629,2.02806261334188,2,-1.1900001,-45.57,1.92925106936064,-43.8961206308571,"MA"
"65","chunk_2_2",-48.91,-0.22,-48.0522079163359,1.03910984094061,"PA",250,-0.22,-48.91,0,NA,1.16335687154731,2.4200001,2.31701201003036,-0.431590339485076,-47.9510514986627,2.00189519459918,2,-0.75,-48.509998,3.12454416916325,-46.8377821666809,"PA"
"66","chunk_2_2",-48.509998,-0.75,-48.0522079163359,1.03910984094061,"PA",250,-0.22,-48.91,0,NA,1.16335687154731,2.4200001,2.31701201003036,-0.431590339485076,-47.9510514986627,2.00189519459918,2,-0.75,-48.509998,3.12454416916325,-46.8377821666809,"PA"
"67","chunk_2_2",-46.8377821666809,3.12454416916325,-48.0522079163359,1.03910984094061,"PA",250,-0.22,-48.91,0,NA,1.16335687154731,2.4200001,2.31701201003036,-0.431590339485076,-47.9510514986627,2.00189519459918,2,-0.75,-48.509998,3.12454416916325,-46.8377821666809,"PA"
"68","chunk_2_2",-47.9510514986627,2.00189519459918,-48.0522079163359,1.03910984094061,"PA",250,-0.22,-48.91,0,NA,1.16335687154731,2.4200001,2.31701201003036,-0.431590339485076,-47.9510514986627,2.00189519459918,2,-0.75,-48.509998,3.12454416916325,-46.8377821666809,"PA"
"69","chunk_2_20",-45.57,-1.1900001,-44.6124202398204,0.32945135566673,"MA1",233,-1.1900001,-45.57,0,4.4000001,1.07827699736853,3.54,1.86348623853211,-0.53662859393462,-43.8961206308571,1.92925106936064,2,-1.3099999,-45.349998,1.88855435330628,-43.6335623284247,"MA"
"70","chunk_2_20",-45.349998,-1.3099999,-44.6124202398204,0.32945135566673,"MA1",233,-1.1900001,-45.57,0,4.4000001,1.07827699736853,3.54,1.86348623853211,-0.53662859393462,-43.8961206308571,1.92925106936064,2,-1.3099999,-45.349998,1.88855435330628,-43.6335623284247,"MA"
"71","chunk_2_20",-43.6335623284247,1.88855435330628,-44.6124202398204,0.32945135566673,"MA1",233,-1.1900001,-45.57,0,4.4000001,1.07827699736853,3.54,1.86348623853211,-0.53662859393462,-43.8961206308571,1.92925106936064,2,-1.3099999,-45.349998,1.88855435330628,-43.6335623284247,"MA"
"72","chunk_2_20",-43.8961206308571,1.92925106936064,-44.6124202398204,0.32945135566673,"MA1",233,-1.1900001,-45.57,0,4.4000001,1.07827699736853,3.54,1.86348623853211,-0.53662859393462,-43.8961206308571,1.92925106936064,2,-1.3099999,-45.349998,1.88855435330628,-43.6335623284247,"MA"
"73","chunk_2_21",-45.349998,-1.3099999,-44.472595757651,0.175711486568265,"MA1",273,-1.3099999,-45.349998,0,0.31999999,1.07827699736853,3.6300001,1.86348623853211,-0.53662859393462,-43.6335623284247,1.88855435330628,2,-1.59,-45.34,1.71429149296678,-43.5668227021791,"MA"
"74","chunk_2_21",-45.34,-1.59,-44.472595757651,0.175711486568265,"MA1",273,-1.3099999,-45.349998,0,0.31999999,1.07827699736853,3.6300001,1.86348623853211,-0.53662859393462,-43.6335623284247,1.88855435330628,2,-1.59,-45.34,1.71429149296678,-43.5668227021791,"MA"
"75","chunk_2_21",-43.5668227021791,1.71429149296678,-44.472595757651,0.175711486568265,"MA1",273,-1.3099999,-45.349998,0,0.31999999,1.07827699736853,3.6300001,1.86348623853211,-0.53662859393462,-43.6335623284247,1.88855435330628,2,-1.59,-45.34,1.71429149296678,-43.5668227021791,"MA"
"76","chunk_2_21",-43.6335623284247,1.88855435330628,-44.472595757651,0.175711486568265,"MA1",273,-1.3099999,-45.349998,0,0.31999999,1.07827699736853,3.6300001,1.86348623853211,-0.53662859393462,-43.6335623284247,1.88855435330628,2,-1.59,-45.34,1.71429149296678,-43.5668227021791,"MA"
"77","chunk_2_22",-45.34,-1.59,-44.3940509030553,0.0973200195541974,"MA1",268,-1.59,-45.34,0,NA,1.07827699736853,3.75,1.86348623853211,-0.53662859393462,-43.5668227021791,1.71429149296678,2,-1.48,-45.200001,1.74498858525001,-43.4693799100421,"MA"
"78","chunk_2_22",-45.200001,-1.48,-44.3940509030553,0.0973200195541974,"MA1",268,-1.59,-45.34,0,NA,1.07827699736853,3.75,1.86348623853211,-0.53662859393462,-43.5668227021791,1.71429149296678,2,-1.48,-45.200001,1.74498858525001,-43.4693799100421,"MA"
"79","chunk_2_22",-43.4693799100421,1.74498858525001,-44.3940509030553,0.0973200195541974,"MA1",268,-1.59,-45.34,0,NA,1.07827699736853,3.75,1.86348623853211,-0.53662859393462,-43.5668227021791,1.71429149296678,2,-1.48,-45.200001,1.74498858525001,-43.4693799100421,"MA"
"80","chunk_2_22",-43.5668227021791,1.71429149296678,-44.3940509030553,0.0973200195541974,"MA1",268,-1.59,-45.34,0,NA,1.07827699736853,3.75,1.86348623853211,-0.53662859393462,-43.5668227021791,1.71429149296678,2,-1.48,-45.200001,1.74498858525001,-43.4693799100421,"MA"
"81","chunk_2_23",-45.200001,-1.48,-44.1874212398205,0.154451355666727,"MA1",269,-1.48,-45.200001,0,NA,1.07827699736853,3.6600001,1.86348623853211,-0.53662859393462,-43.4693799100421,1.74498858525001,2,-1.37,-44.869999,1.7228168374169,-43.2103050492397,"MA"
"82","chunk_2_23",-44.869999,-1.37,-44.1874212398205,0.154451355666727,"MA1",269,-1.48,-45.200001,0,NA,1.07827699736853,3.6600001,1.86348623853211,-0.53662859393462,-43.4693799100421,1.74498858525001,2,-1.37,-44.869999,1.7228168374169,-43.2103050492397,"MA"
"83","chunk_2_23",-43.2103050492397,1.7228168374169,-44.1874212398205,0.154451355666727,"MA1",269,-1.48,-45.200001,0,NA,1.07827699736853,3.6600001,1.86348623853211,-0.53662859393462,-43.4693799100421,1.74498858525001,2,-1.37,-44.869999,1.7228168374169,-43.2103050492397,"MA"
"84","chunk_2_23",-43.4693799100421,1.74498858525001,-44.1874212398205,0.154451355666727,"MA1",269,-1.48,-45.200001,0,NA,1.07827699736853,3.6600001,1.86348623853211,-0.53662859393462,-43.4693799100421,1.74498858525001,2,-1.37,-44.869999,1.7228168374169,-43.2103050492397,"MA"
"85","chunk_2_24",-44.869999,-1.37,-44.0101530246199,0.13640841870845,"MA1",272,-1.37,-44.869999,0,3.5,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-43.2103050492397,1.7228168374169,2,-1.45,-44.810001,1.6428168374169,-43.1503070492397,"MA"
"86","chunk_2_24",-44.810001,-1.45,-44.0101530246199,0.13640841870845,"MA1",272,-1.37,-44.869999,0,3.5,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-43.2103050492397,1.7228168374169,2,-1.45,-44.810001,1.6428168374169,-43.1503070492397,"MA"
"87","chunk_2_24",-43.1503070492397,1.6428168374169,-44.0101530246199,0.13640841870845,"MA1",272,-1.37,-44.869999,0,3.5,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-43.2103050492397,1.7228168374169,2,-1.45,-44.810001,1.6428168374169,-43.1503070492397,"MA"
"88","chunk_2_24",-43.2103050492397,1.7228168374169,-44.0101530246199,0.13640841870845,"MA1",272,-1.37,-44.869999,0,3.5,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-43.2103050492397,1.7228168374169,2,-1.45,-44.810001,1.6428168374169,-43.1503070492397,"MA"
"89","chunk_2_25",-44.810001,-1.45,-43.9554250518257,0.100219862689695,"MA1",270,-1.45,-44.810001,0,NA,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-43.1503070492397,1.6428168374169,2,-1.46,-44.77,1.66806261334188,-43.0913921580629,"MA"
"90","chunk_2_25",-44.77,-1.46,-43.9554250518257,0.100219862689695,"MA1",270,-1.45,-44.810001,0,NA,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-43.1503070492397,1.6428168374169,2,-1.46,-44.77,1.66806261334188,-43.0913921580629,"MA"
"91","chunk_2_25",-43.0913921580629,1.66806261334188,-43.9554250518257,0.100219862689695,"MA1",270,-1.45,-44.810001,0,NA,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-43.1503070492397,1.6428168374169,2,-1.46,-44.77,1.66806261334188,-43.0913921580629,"MA"
"92","chunk_2_25",-43.1503070492397,1.6428168374169,-43.9554250518257,0.100219862689695,"MA1",270,-1.45,-44.810001,0,NA,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-43.1503070492397,1.6428168374169,2,-1.46,-44.77,1.66806261334188,-43.0913921580629,"MA"
"93","chunk_2_26",-44.77,-1.46,-43.8211436240678,0.0091028315537201,"MA1",231,-1.46,-44.77,0,3.27,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-43.0913921580629,1.66806261334188,2,-1.76,-44.610001,1.588348712873,-42.8131813382082,"MA"
